Sector,Sector_name,Institution,State,Tuition
2,"4-year, private not-for-profit",Luther College,IA,38370
2,"4-year, private not-for-profit",McDaniel College,MD,38350
2,"4-year, private not-for-profit",Fairleigh Dickinson University-College at Florham,NJ,38236
2,"4-year, private not-for-profit",Albright College,PA,38220
2,"4-year, private not-for-profit",Seattle University,WA,38205
2,"4-year, private not-for-profit",The Juilliard School,NY,38190
2,"4-year, private not-for-profit",Roanoke College,VA,38177
2,"4-year, private not-for-profit",Arcadia University,PA,38160
2,"4-year, private not-for-profit",Elmira College,NY,38150
2,"4-year, private not-for-profit",Baylor University,TX,38120
2,"4-year, private not-for-profit",Marlboro College,VT,38110
2,"4-year, private not-for-profit",Colby-Sawyer College,NH,38040
2,"4-year, private not-for-profit",Wittenberg University,OH,38030
2,"4-year, private not-for-profit",Florida Institute of Technology,FL,37990
2,"4-year, private not-for-profit",Saint Louis University,MO,37966
2,"4-year, private not-for-profit",Art Center College of Design,CA,37830
2,"4-year, private not-for-profit",Manhattan School of Music,NY,37750
2,"4-year, private not-for-profit",Wabash College,IN,37750
2,"4-year, private not-for-profit",Whitworth University,WA,37630
2,"4-year, private not-for-profit",Moravian College,PA,37572
2,"4-year, private not-for-profit",Cleveland Institute of Art,OH,37565
2,"4-year, private not-for-profit",Menlo College,CA,37520
2,"4-year, private not-for-profit",Cornell College,IA,37500
2,"4-year, private not-for-profit",Albion College,MI,37485
2,"4-year, private not-for-profit",Lebanon Valley College,PA,37470
2,"4-year, private not-for-profit",Stonehill College,MA,37426
2,"4-year, private not-for-profit",Linfield College-McMinnville Campus,OR,37416
2,"4-year, private not-for-profit",Loyola University Chicago,IL,37412
2,"4-year, private not-for-profit",Emerson College,MA,37350
2,"4-year, private not-for-profit",Coe College,IA,37320
2,"4-year, private not-for-profit",University of Detroit Mercy,MI,37320
2,"4-year, private not-for-profit",Augustana College,IL,37236
2,"4-year, private not-for-profit",University of Dayton,OH,37230
2,"4-year, private not-for-profit",Manhattan College,NY,37188
2,"4-year, private not-for-profit",California Lutheran University,CA,37140
2,"4-year, private not-for-profit",Wofford College,SC,37120
2,"4-year, private not-for-profit",Centre College,KY,37100
2,"4-year, private not-for-profit",Sewanee-The University of the South,TN,37100
2,"4-year, private not-for-profit",College for Creative Studies,MI,37092
2,"4-year, private not-for-profit",Kettering University,MI,36980
2,"4-year, private not-for-profit",Seton Hall University,NJ,36926
2,"4-year, private not-for-profit",Rider University,NJ,36830
2,"4-year, private not-for-profit",University of La Verne,CA,36744
2,"4-year, private not-for-profit",Wells College,NY,36700
2,"4-year, private not-for-profit",University of St Thomas,MN,36682
2,"4-year, private not-for-profit",Loyola University New Orleans,LA,36630
2,"4-year, private not-for-profit",Carthage College,WI,36570
2,"4-year, private not-for-profit",Saint Edward's University,TX,36550
2,"4-year, private not-for-profit",Saint Anselm College,NH,36546
2,"4-year, private not-for-profit",Gonzaga University,WA,36535
2,"4-year, private not-for-profit",Pacific Lutheran University,WA,36530
2,"4-year, private not-for-profit",St Catherine University,MN,36420
2,"4-year, private not-for-profit",Randolph-Macon College,VA,36340
2,"4-year, private not-for-profit",Bellarmine University,KY,36290
2,"4-year, private not-for-profit",Hamline University,MN,36270
2,"4-year, private not-for-profit",Simmons College,MA,36230
2,"4-year, private not-for-profit",Manhattanville College,NY,36220
2,"4-year, private not-for-profit",Merrimack College,MA,36215
2,"4-year, private not-for-profit",Trinity University,TX,36214
2,"4-year, private not-for-profit",Assumption College,MA,36160
2,"4-year, private not-for-profit",Southwestern University,TX,36120
2,"4-year, private not-for-profit",Wartburg College,IA,36120
2,"4-year, private not-for-profit",University of the Sciences,PA,36096
2,"4-year, private not-for-profit",Mount St Mary's University,MD,36021
2,"4-year, private not-for-profit",Agnes Scott College,GA,35982
2,"4-year, private not-for-profit",Saint Mary's College,IN,35970
2,"4-year, private not-for-profit",Marquette University,WI,35930
2,"4-year, private not-for-profit",Fairleigh Dickinson University-Metropolitan Campus,NJ,35880
2,"4-year, private not-for-profit",University of Tulsa,OK,35855
2,"4-year, private not-for-profit",Cornish College of the Arts,WA,35800
2,"4-year, private not-for-profit",John Carroll University,OH,35800
2,"4-year, private not-for-profit",Rochester Institute of Technology,NY,35768
2,"4-year, private not-for-profit",Regis College,MA,35750
2,"4-year, private not-for-profit",Sacred Heart University,CT,35750
2,"4-year, private not-for-profit",Curry College,MA,35725
2,"4-year, private not-for-profit",Salve Regina University,RI,35690
2,"4-year, private not-for-profit",Butler University,IN,35652
2,"4-year, private not-for-profit",Emmanuel College,MA,35532
2,"4-year, private not-for-profit",Milwaukee School of Engineering,WI,35520
2,"4-year, private not-for-profit",Seattle Pacific University,WA,35472
2,"4-year, private not-for-profit",University of Hartford,CT,35444
2,"4-year, private not-for-profit",Moore College of Art and Design,PA,35410
2,"4-year, private not-for-profit",Creighton University,NE,35360
2,"4-year, private not-for-profit",Philadelphia University,PA,35230
2,"4-year, private not-for-profit",Kansas City Art Institute,MO,35118
2,"4-year, private not-for-profit",DePaul University,IL,35071
2,"4-year, private not-for-profit",Lynn University,FL,35050
2,"4-year, private not-for-profit",Woodbury University,CA,35048
2,"4-year, private not-for-profit",Sweet Briar College,VA,34935
2,"4-year, private not-for-profit",LIU Brooklyn,NY,34852
2,"4-year, private not-for-profit",LIU Post,NY,34852
2,"4-year, private not-for-profit",Presbyterian College,SC,34828
2,"4-year, private not-for-profit",Mount Saint Mary's University,CA,34826
2,"4-year, private not-for-profit",Valparaiso University,IN,34760
2,"4-year, private not-for-profit",University of Saint Joseph,CT,34755
2,"4-year, private not-for-profit",Lycoming College,PA,34706
2,"4-year, private not-for-profit",Norwich University,VT,34704
2,"4-year, private not-for-profit",University of New Haven,CT,34630
2,"4-year, private not-for-profit",Lynchburg College,VA,34545
2,"4-year, private not-for-profit",Cedar Crest College,PA,34504
2,"4-year, private not-for-profit",Holy Names University,CA,34488
2,"4-year, private not-for-profit",Augsburg College,MN,34431
2,"4-year, private not-for-profit",University of Dallas,TX,34430
2,"4-year, private not-for-profit",Dean College,MA,34390
2,"4-year, private not-for-profit",Gordon College,MA,34390
2,"4-year, private not-for-profit",Hollins University,VA,34295
2,"4-year, private not-for-profit",Savannah College of Art and Design,GA,34295
2,"4-year, private not-for-profit",North Central College,IL,34230
2,"4-year, private not-for-profit",Alma College,MI,34220
2,"4-year, private not-for-profit",Minneapolis College of Art and Design,MN,34146
2,"4-year, private not-for-profit",Hood College,MD,34120
2,"4-year, private not-for-profit",Concordia College at Moorhead,MN,34114
2,"4-year, private not-for-profit",Randolph College,VA,34110
2,"4-year, private not-for-profit",University of New England,ME,34080
2,"4-year, private not-for-profit",Anna Maria College,MA,34060
2,"4-year, private not-for-profit",Iona College,NY,34030
2,"4-year, private not-for-profit",Canisius College,NY,34000
2,"4-year, private not-for-profit",Millsaps College,MS,33982
2,"4-year, private not-for-profit",Xavier University,OH,33960
2,"4-year, private not-for-profit",Elmhurst College,IL,33950
2,"4-year, private not-for-profit",New England College,NH,33900
2,"4-year, private not-for-profit",Austin College,TX,33840
2,"4-year, private not-for-profit",Delaware Valley University,PA,33826
2,"4-year, private not-for-profit",Mercer University,GA,33780
2,"4-year, private not-for-profit",Green Mountain College,VT,33736
2,"4-year, private not-for-profit",Utica College,NY,33736
2,"4-year, private not-for-profit",Pacific Northwest College of Art,OR,33714
2,"4-year, private not-for-profit",Laboure College,MA,33507
2,"4-year, private not-for-profit",Centenary College of Louisiana,LA,33500
2,"4-year, private not-for-profit",Sterling College,VT,33492
2,"4-year, private not-for-profit",Ripon College,WI,33482
2,"4-year, private not-for-profit",Western New England University,MA,33466
2,"4-year, private not-for-profit",Springfield College,MA,33455
2,"4-year, private not-for-profit",Guilford College,NC,33430
2,"4-year, private not-for-profit",Chatham University,PA,33428
2,"4-year, private not-for-profit",Westminster College,PA,33410
2,"4-year, private not-for-profit",Transylvania University,KY,33360
2,"4-year, private not-for-profit",Biola University,CA,33322
2,"4-year, private not-for-profit",Virginia Wesleyan College,VA,33286
2,"4-year, private not-for-profit",Saint Peter's University,NJ,33232
2,"4-year, private not-for-profit",Monmouth College,IL,33200
2,"4-year, private not-for-profit",Marietta College,OH,33140
2,"4-year, private not-for-profit",Azusa Pacific University,CA,33096
2,"4-year, private not-for-profit",Regis University,CO,33060
2,"4-year, private not-for-profit",Hanover College,IN,33023
2,"4-year, private not-for-profit",Saint Norbert College,WI,33023
2,"4-year, private not-for-profit",Beacon College,FL,33016
2,"4-year, private not-for-profit",Notre Dame of Maryland University,MD,33010
2,"4-year, private not-for-profit",Champlain College,VT,33000
2,"4-year, private not-for-profit",Bethel University,MN,32990
2,"4-year, private not-for-profit",Georgetown College,KY,32960
2,"4-year, private not-for-profit",Becker College,MA,32870
2,"4-year, private not-for-profit",Rockhurst University,MO,32865
2,"4-year, private not-for-profit",The College of Saint Scholastica,MN,32842
2,"4-year, private not-for-profit",Wheelock College,MA,32830
2,"4-year, private not-for-profit",Pennsylvania Academy of the Fine Arts,PA,32695
2,"4-year, private not-for-profit",Adrian College,MI,32660
2,"4-year, private not-for-profit",Suffolk University,MA,32660
2,"4-year, private not-for-profit",Duquesne University,PA,32636
2,"4-year, private not-for-profit",American Musical and Dramatic Academy,NY,32620
2,"4-year, private not-for-profit",Marist College,NY,32590
2,"4-year, private not-for-profit",Simpson College,IA,32550
2,"4-year, private not-for-profit",Oglethorpe University,GA,32500
2,"4-year, private not-for-profit",Shimer College,IL,32499
2,"4-year, private not-for-profit",Spring Hill College,AL,32468
2,"4-year, private not-for-profit",Nichols College,MA,32370
2,"4-year, private not-for-profit",DeSales University,PA,32350
2,"4-year, private not-for-profit",Adelphi University,NY,32340
2,"4-year, private not-for-profit",Monmouth University,NJ,32310
2,"4-year, private not-for-profit",The College of New Rochelle,NY,32300
2,"4-year, private not-for-profit",The King’s College,NY,32300
2,"4-year, private not-for-profit",Siena College,NY,32293
2,"4-year, private not-for-profit",Drake University,IA,32246
2,"4-year, private not-for-profit",Capital University,OH,32190
2,"4-year, private not-for-profit",New York Institute of Technology,NY,32180
2,"4-year, private not-for-profit",Meredith College,NC,32140
2,"4-year, private not-for-profit",Central College,IA,32124
2,"4-year, private not-for-profit",Chestnut Hill College,PA,32110
2,"4-year, private not-for-profit",Milwaukee Institute of Art & Design,WI,32050
2,"4-year, private not-for-profit",Immaculata University,PA,32000
2,"4-year, private not-for-profit",Embry-Riddle Aeronautical University-Daytona Beach,FL,31948
2,"4-year, private not-for-profit",Marymount California University,CA,31932
2,"4-year, private not-for-profit",Saint Joseph's College of Maine,ME,31920
2,"4-year, private not-for-profit",Wheaton College,IL,31900
2,"4-year, private not-for-profit",George Fox University,OR,31866
2,"4-year, private not-for-profit",Notre Dame de Namur University,CA,31822
2,"4-year, private not-for-profit",King's College,PA,31816
2,"4-year, private not-for-profit",Franklin Pierce University,NH,31782
2,"4-year, private not-for-profit",University of Evansville,IN,31776
2,"4-year, private not-for-profit",Maryville College,TN,31754
2,"4-year, private not-for-profit",Roger Williams University,RI,31750
2,"4-year, private not-for-profit",Birmingham Southern College,AL,31708
2,"4-year, private not-for-profit",Marywood University,PA,31695
2,"4-year, private not-for-profit",Saint Martin's University,WA,31688
2,"4-year, private not-for-profit",Maine College of Art,ME,31670
2,"4-year, private not-for-profit",Embry-Riddle Aeronautical University-Prescott,AZ,31648
2,"4-year, private not-for-profit",William Jewell College,MO,31620
2,"4-year, private not-for-profit",Erskine College,SC,31580
2,"4-year, private not-for-profit",Rosemont College,PA,31580
2,"4-year, private not-for-profit",Mercyhurst University,PA,31485
2,"4-year, private not-for-profit",High Point University,NC,31480
2,"4-year, private not-for-profit",Northland College,WI,31480
2,"4-year, private not-for-profit",Otterbein University,OH,31442
2,"4-year, private not-for-profit",Point Loma Nazarene University,CA,31406
2,"4-year, private not-for-profit",Olivet Nazarene University,IL,31390
2,"4-year, private not-for-profit",Jacksonville University,FL,31370
2,"4-year, private not-for-profit",Saint Vincent College,PA,31370
2,"4-year, private not-for-profit",Le Moyne College,NY,31340
2,"4-year, private not-for-profit",Messiah College,PA,31340
2,"4-year, private not-for-profit",College of Mount Saint Vincent,NY,31290
2,"4-year, private not-for-profit",Seton Hill University,PA,31280
2,"4-year, private not-for-profit",Wilkes University,PA,31262
2,"4-year, private not-for-profit",Elon University,NC,31247
2,"4-year, private not-for-profit",College of Our Lady of the Elms,MA,31188
2,"4-year, private not-for-profit",College of Saint Elizabeth,NJ,31095
2,"4-year, private not-for-profit",Saint Francis University,PA,31078
2,"4-year, private not-for-profit",Lasell College,MA,31000
2,"4-year, private not-for-profit",Georgian Court University,NJ,30998
2,"4-year, private not-for-profit",Centenary College,NJ,30942
2,"4-year, private not-for-profit",American International College,MA,30940
2,"4-year, private not-for-profit",Lenoir-Rhyne University,NC,30922
2,"4-year, private not-for-profit",Queens University of Charlotte,NC,30910
2,"4-year, private not-for-profit",Bay Path University,MA,30859
2,"4-year, private not-for-profit",Warren Wilson College,NC,30852
2,"4-year, private not-for-profit",Bradley University,IL,30844
2,"4-year, private not-for-profit",Eastern Mennonite University,VA,30800
2,"4-year, private not-for-profit",Wentworth Institute of Technology,MA,30765
2,"4-year, private not-for-profit",Nazareth College,NY,30762
2,"4-year, private not-for-profit",Oklahoma City University,OK,30726
2,"4-year, private not-for-profit",Concordia University-Irvine,CA,30640
2,"4-year, private not-for-profit",The University of Findlay,OH,30640
2,"4-year, private not-for-profit",Felician College,NJ,30605
2,"4-year, private not-for-profit",Cazenovia College,NY,30560
2,"4-year, private not-for-profit",Berry College,GA,30530
2,"4-year, private not-for-profit",St Bonaventure University,NY,30466
2,"4-year, private not-for-profit",Gwynedd Mercy University,PA,30460
2,"4-year, private not-for-profit",Lyme Academy College of Fine Arts,CT,30456
2,"4-year, private not-for-profit",Mount Ida College,MA,30447
2,"4-year, private not-for-profit",Buena Vista University,IA,30406
2,"4-year, private not-for-profit",MCPHS University,MA,30400
2,"4-year, private not-for-profit",Columbus College of Art and Design,OH,30390
2,"4-year, private not-for-profit",Bridgewater College,VA,30380
2,"4-year, private not-for-profit",Westminster College,UT,30364
2,"4-year, private not-for-profit",Emory & Henry College,VA,30326
2,"4-year, private not-for-profit",Saint Mary's University of Minnesota,MN,30315
2,"4-year, private not-for-profit",Hiram College,OH,30290
2,"4-year, private not-for-profit",Soka University of America,CA,30214
2,"4-year, private not-for-profit",Lawrence Technological University,MI,30200
2,"4-year, private not-for-profit",Shenandoah University,VA,30188
2,"4-year, private not-for-profit",Covenant College,GA,30160
2,"4-year, private not-for-profit",Albany College of Pharmacy and Health Sciences,NY,30131
2,"4-year, private not-for-profit",Saint Xavier University,IL,30100
2,"4-year, private not-for-profit",Alvernia University,PA,30080
2,"4-year, private not-for-profit",Caldwell University,NJ,30050
2,"4-year, private not-for-profit",Vanguard University of Southern California,CA,30050
2,"4-year, private not-for-profit",Mitchell College,CT,30012
2,"4-year, private not-for-profit",Florida Southern College,FL,29990
2,"4-year, private not-for-profit",Naropa University,CO,29970
2,"4-year, private not-for-profit",Newbury College,MA,29930
2,"4-year, private not-for-profit",University of Bridgeport,CT,29920
2,"4-year, private not-for-profit",Defiance College,OH,29916
2,"4-year, private not-for-profit",La Sierra University,CA,29895
2,"4-year, private not-for-profit",The Master's College and Seminary,CA,29860
2,"4-year, private not-for-profit",Cabrini College,PA,29842
2,"4-year, private not-for-profit",Ferrum College,VA,29795
2,"4-year, private not-for-profit",Dominican University,IL,29770
2,"4-year, private not-for-profit",Goshen College,IN,29700
2,"4-year, private not-for-profit",Loras College,IA,29700
2,"4-year, private not-for-profit",Eastern University,PA,29680
2,"4-year, private not-for-profit",Calvin College,MI,29635
2,"4-year, private not-for-profit",Millikin University,IL,29620
2,"4-year, private not-for-profit",Southern New Hampshire University,NH,29604
2,"4-year, private not-for-profit",Trine University,IN,29600
2,"4-year, private not-for-profit",Mary Baldwin College,VA,29595
2,"4-year, private not-for-profit",Hope College,MI,29560
2,"4-year, private not-for-profit",Saint John Fisher College,NY,29550
2,"4-year, private not-for-profit",Taylor University,IN,29538
2,"4-year, private not-for-profit",Endicott College,MA,29494
2,"4-year, private not-for-profit",Abilene Christian University,TX,29450
2,"4-year, private not-for-profit",University of St Thomas,TX,29440
2,"4-year, private not-for-profit",Ohio Dominican University,OH,29430
2,"4-year, private not-for-profit",California Baptist University,CA,29422
2,"4-year, private not-for-profit",Marian University,IN,29400
2,"4-year, private not-for-profit",Bluffton University,OH,29316
2,"4-year, private not-for-profit",Carroll College,MT,29280
2,"4-year, private not-for-profit",Augustana College,SD,29214
2,"4-year, private not-for-profit",Illinois College,IL,29210
2,"4-year, private not-for-profit",Christian Brothers University,TN,29190
2,"4-year, private not-for-profit",Sierra Nevada College,NV,29159
2,"4-year, private not-for-profit",Averett University,VA,29150
2,"4-year, private not-for-profit",American Jewish University,CA,29132
2,"4-year, private not-for-profit",Wilmington College,OH,29120
2,"4-year, private not-for-profit",Dowling College,NY,29100
2,"4-year, private not-for-profit",Methodist University,NC,29080
2,"4-year, private not-for-profit",Niagara University,NY,29060
2,"4-year, private not-for-profit",Manchester University,IN,29040
2,"4-year, private not-for-profit",The College of Saint Rose,NY,29016
2,"4-year, private not-for-profit",Eastern Nazarene College,MA,29012
2,"4-year, private not-for-profit",Misericordia University,PA,29010
2,"4-year, private not-for-profit",Stevenson University,MD,28980
2,"4-year, private not-for-profit",Albertus Magnus College,CT,28930
2,"4-year, private not-for-profit",Clarke University,IA,28900
2,"4-year, private not-for-profit",Rivier University,NH,28900
2,"4-year, private not-for-profit",Memphis College of Art,TN,28870
2,"4-year, private not-for-profit",Baldwin Wallace University,OH,28814
2,"4-year, private not-for-profit",Houston Baptist University,TX,28800
2,"4-year, private not-for-profit",University of St Francis,IL,28790
2,"4-year, private not-for-profit",Concordia College-New York,NY,28775
2,"4-year, private not-for-profit",Thomas More College,KY,28743
2,"4-year, private not-for-profit",Milligan College,TN,28730
2,"4-year, private not-for-profit",University of Northwestern-St Paul,MN,28726
2,"4-year, private not-for-profit",Concordia University-Chicago,IL,28718
2,"4-year, private not-for-profit",Montserrat College of Art,MA,28700
2,"4-year, private not-for-profit",Belmont University,TN,28660
2,"4-year, private not-for-profit",Corban University,OR,28640
2,"4-year, private not-for-profit",Houghton College,NY,28556
2,"4-year, private not-for-profit",Carroll University,WI,28550
2,"4-year, private not-for-profit",Johnson & Wales University-Charlotte,NC,28539
2,"4-year, private not-for-profit",Johnson & Wales University-Denver,CO,28539
2,"4-year, private not-for-profit",Johnson & Wales University-North Miami,FL,28539
2,"4-year, private not-for-profit",Johnson & Wales University-Providence,RI,28539
2,"4-year, private not-for-profit",Stephens College,MO,28510
2,"4-year, private not-for-profit",Nebraska Wesleyan University,NE,28500
2,"4-year, private not-for-profit",Holy Family University,PA,28456
2,"4-year, private not-for-profit",Gannon University,PA,28368
2,"4-year, private not-for-profit",Lake Erie College,OH,28354
2,"4-year, private not-for-profit",Saint Mary-of-the-Woods College,IN,28351
2,"4-year, private not-for-profit",Oregon College of Art and Craft,OR,28320
2,"4-year, private not-for-profit",Fisher College,MA,28260
2,"4-year, private not-for-profit",Culinary Institute of America,NY,28240
2,"4-year, private not-for-profit",Trinity Lutheran College,WA,28240
2,"4-year, private not-for-profit",Keuka College,NY,28235
2,"4-year, private not-for-profit",The Sage Colleges,NY,28200
2,"4-year, private not-for-profit",Franklin College,IN,28185
2,"4-year, private not-for-profit",Barry University,FL,28160
2,"4-year, private not-for-profit",Midland University,NE,28150
2,"4-year, private not-for-profit",Union University,TN,28150
2,"4-year, private not-for-profit",Pacific Union College,CA,28131
2,"4-year, private not-for-profit",Roberts Wesleyan College,NY,28068
2,"4-year, private not-for-profit",Ohio Northern University,OH,28050
2,"4-year, private not-for-profit",Wheeling Jesuit University,WV,28030
2,"4-year, private not-for-profit",University of Mount Union,OH,27990
2,"4-year, private not-for-profit",College of Saint Mary,NE,27984
2,"4-year, private not-for-profit",Aquinas College,MI,27906
2,"4-year, private not-for-profit",Saint Josephs College,IN,27890
2,"4-year, private not-for-profit",Northwestern College,IA,27860
2,"4-year, private not-for-profit",West Virginia Wesleyan College,WV,27858
2,"4-year, private not-for-profit",Lewis University,IL,27830
2,"4-year, private not-for-profit",Thiel College,PA,27828
2,"4-year, private not-for-profit",Ursuline College,OH,27700
2,"4-year, private not-for-profit",Marymount Manhattan College,NY,27636
2,"4-year, private not-for-profit",St. Thomas Aquinas College,NY,27630
2,"4-year, private not-for-profit",Mars Hill University,NC,27590
2,"4-year, private not-for-profit",Saint Ambrose University,IA,27540
2,"4-year, private not-for-profit",Campbell University,NC,27530
2,"4-year, private not-for-profit",Judson University,IL,27530
2,"4-year, private not-for-profit",Rockford University,IL,27530
2,"4-year, private not-for-profit",Davis & Elkins College,WV,27492
2,"4-year, private not-for-profit",Heidelberg University,OH,27480
2,"4-year, private not-for-profit",Marymount University,VA,27470
2,"4-year, private not-for-profit",Dordt College,IA,27460
2,"4-year, private not-for-profit",Concordia University-Portland,OR,27420
2,"4-year, private not-for-profit",North Carolina Wesleyan College,NC,27400
2,"4-year, private not-for-profit",Lipscomb University,TN,27390
2,"4-year, private not-for-profit",Catawba College,NC,27360
2,"4-year, private not-for-profit",Trinity International University-Illinois,IL,27360
2,"4-year, private not-for-profit",Columbia College,SC,27350
2,"4-year, private not-for-profit",Northwest Nazarene University,ID,27340
2,"4-year, private not-for-profit",Samford University,AL,27324
2,"4-year, private not-for-profit",Mount Saint Mary College,NY,27312
2,"4-year, private not-for-profit",Laguna College of Art and Design,CA,27300
2,"4-year, private not-for-profit",Briar Cliff University,IA,27202
2,"4-year, private not-for-profit",Doane College-Crete,NE,27200
2,"4-year, private not-for-profit",Point Park University,PA,27190
2,"4-year, private not-for-profit",Morningside College,IA,27180
2,"4-year, private not-for-profit",Holy Cross College,IN,27150
2,"4-year, private not-for-profit",St Thomas University,FL,27150
2,"4-year, private not-for-profit",Hope International University,CA,27130
2,"4-year, private not-for-profit",San Diego Christian College,CA,27090
2,"4-year, private not-for-profit",Gardner-Webb University,NC,27080
2,"4-year, private not-for-profit",Trinity College of Nursing & Health Sciences,IL,27067
2,"4-year, private not-for-profit",Mount Mercy University,IA,27010
2,"4-year, private not-for-profit",Northwest University,WA,26968
2,"4-year, private not-for-profit",Concordia University-Texas,TX,26960
2,"4-year, private not-for-profit",University of Dubuque,IA,26950
2,"4-year, private not-for-profit",LeTourneau University,TX,26910
2,"4-year, private not-for-profit",McKendree University,IL,26900
2,"4-year, private not-for-profit",Roosevelt University,IL,26900
2,"4-year, private not-for-profit",St Louis College of Pharmacy,MO,26872
2,"4-year, private not-for-profit",Asbury University,KY,26868
2,"4-year, private not-for-profit",Anderson University,IN,26850
2,"4-year, private not-for-profit",Greensboro College,NC,26850
2,"4-year, private not-for-profit",Molloy College,NY,26850
2,"4-year, private not-for-profit",Mount Saint Joseph University,OH,26850
2,"4-year, private not-for-profit",Notre Dame College,OH,26844
2,"4-year, private not-for-profit",Upper Iowa University,IA,26834
2,"4-year, private not-for-profit",Texas Lutheran University,TX,26800
2,"4-year, private not-for-profit",Bloomfield College,NJ,26750
2,"4-year, private not-for-profit",Nova Southeastern University,FL,26700
2,"4-year, private not-for-profit",O'More College of Design,TN,26688
2,"4-year, private not-for-profit",Barton College,NC,26664
2,"4-year, private not-for-profit",Walsh University,OH,26650
2,"4-year, private not-for-profit",Fresno Pacific University,CA,26638
2,"4-year, private not-for-profit",LaGrange College,GA,26620
2,"4-year, private not-for-profit",Quincy University,IL,26572
2,"4-year, private not-for-profit",Cardinal Stritch University,WI,26570
2,"4-year, private not-for-profit",Benedictine University,IL,26558
2,"4-year, private not-for-profit",New York School of Interior Design,NY,26540
2,"4-year, private not-for-profit",University of the Incarnate Word,TX,26490
2,"4-year, private not-for-profit",Colorado Christian University,CO,26430
2,"4-year, private not-for-profit",Maharishi University of Management,IA,26430
2,"4-year, private not-for-profit",Cedarville University,OH,26420
2,"4-year, private not-for-profit",Malone University,OH,26416
2,"4-year, private not-for-profit",Prescott College,AZ,26415
2,"4-year, private not-for-profit",Young Harris College,GA,26386
2,"4-year, private not-for-profit",Art Academy of Cincinnati,OH,26376
2,"4-year, private not-for-profit",Baker University,KS,26370
2,"4-year, private not-for-profit",The University of Tampa,FL,26330
2,"4-year, private not-for-profit",Wingate University,NC,26300
2,"4-year, private not-for-profit",Hastings College,NE,26280
2,"4-year, private not-for-profit",Palm Beach Atlantic University,FL,26274
2,"4-year, private not-for-profit",Andrews University,MI,26256
2,"4-year, private not-for-profit",St Mary's University,TX,26186
2,"4-year, private not-for-profit",Northwest Christian University,OR,26180
2,"4-year, private not-for-profit",Pine Manor College,MA,26180
2,"4-year, private not-for-profit",Carlow University,PA,26178
2,"4-year, private not-for-profit",Brevard College,NC,26170
2,"4-year, private not-for-profit",Concordia University-Wisconsin,WI,26160
2,"4-year, private not-for-profit",Paul Smiths College of Arts and Science,NY,26146
2,"4-year, private not-for-profit",Morehouse College,GA,26090
2,"4-year, private not-for-profit",Robert Morris University,PA,26054
2,"4-year, private not-for-profit",Alfred University,NY,26026
2,"4-year, private not-for-profit",Iowa Wesleyan College,IA,26010
2,"4-year, private not-for-profit",Wisconsin Lutheran College,WI,25960
2,"4-year, private not-for-profit",Concordia University-Nebraska,NE,25950
2,"4-year, private not-for-profit",Marian University,WI,25930
2,"4-year, private not-for-profit",University of Saint Francis-Fort Wayne,IN,25930
2,"4-year, private not-for-profit",Maryville University of Saint Louis,MO,25884
2,"4-year, private not-for-profit",Walla Walla University,WA,25866
2,"4-year, private not-for-profit",Neumann University,PA,25860
2,"4-year, private not-for-profit",Pfeiffer University,NC,25855
2,"4-year, private not-for-profit",Mount Mary University,WI,25852
2,"4-year, private not-for-profit",Bethel College-Indiana,IN,25830
2,"4-year, private not-for-profit",Unity College,ME,25820
2,"4-year, private not-for-profit",Bethany College,WV,25736
2,"4-year, private not-for-profit",King University,TN,25708
2,"4-year, private not-for-profit",Dominican College of Blauvelt,NY,25702
2,"4-year, private not-for-profit",Avila University,MO,25700
2,"4-year, private not-for-profit",VanderCook College of Music,IL,25690
2,"4-year, private not-for-profit",Providence Christian College,CA,25680
2,"4-year, private not-for-profit",University of Mary Hardin-Baylor,TX,25650
2,"4-year, private not-for-profit",Edgewood College,WI,25590
2,"4-year, private not-for-profit",Coker College,SC,25536
2,"4-year, private not-for-profit",Trinity Christian College,IL,25515
2,"4-year, private not-for-profit",La Roche College,PA,25500
2,"4-year, private not-for-profit",Spelman College,GA,25496
2,"4-year, private not-for-profit",University of Sioux Falls,SD,25480
2,"4-year, private not-for-profit",University of Indianapolis,IN,25414
2,"4-year, private not-for-profit",Salem College,NC,25356
2,"4-year, private not-for-profit",Geneva College,PA,25220
2,"4-year, private not-for-profit",Kansas Wesleyan University,KS,25200
2,"4-year, private not-for-profit",Ottawa University-Ottawa,KS,25154
2,"4-year, private not-for-profit",Cornerstone University,MI,25112
2,"4-year, private not-for-profit",Benedictine College,KS,25100
2,"4-year, private not-for-profit",McMurry University,TX,25019
2,"4-year, private not-for-profit",Medaille College,NY,25002
2,"4-year, private not-for-profit",Daemen College,NY,24990
2,"4-year, private not-for-profit",William Jessup University,CA,24990
2,"4-year, private not-for-profit",The College of Idaho,ID,24955
2,"4-year, private not-for-profit",Graceland University-Lamoni,IA,24920
2,"4-year, private not-for-profit",John Paul the Great Catholic University,CA,24900
2,"4-year, private not-for-profit",Indiana Institute of Technology,IN,24860
2,"4-year, private not-for-profit",Southwestern College,KS,24835
2,"4-year, private not-for-profit",Newman University,KS,24800
2,"4-year, private not-for-profit",Brenau University,GA,24780
2,"4-year, private not-for-profit",Huntington University,IN,24771
2,"4-year, private not-for-profit",Muskingum University,OH,24676
2,"4-year, private not-for-profit",Grace College and Theological Seminary,IN,24670
