Sector,Sector_name,Institution,State,Tuition
3,"4-year, private for-profit",ITT Technical Institute-Norfolk,VA,18048
3,"4-year, private for-profit",ITT Technical Institute-North Charleston,SC,18048
3,"4-year, private for-profit",ITT Technical Institute-Norwood,MA,18048
3,"4-year, private for-profit",ITT Technical Institute-Norwood,OH,18048
3,"4-year, private for-profit",ITT Technical Institute-Oak Brook,IL,18048
3,"4-year, private for-profit",ITT Technical Institute-Oakland,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-Oklahoma City,OK,18048
3,"4-year, private for-profit",ITT Technical Institute-Omaha,NE,18048
3,"4-year, private for-profit",ITT Technical Institute-Orange,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-Orland Park,IL,18048
3,"4-year, private for-profit",ITT Technical Institute-Overland Park,KS,18048
3,"4-year, private for-profit",ITT Technical Institute-Owings Mills,MD,18048
3,"4-year, private for-profit",ITT Technical Institute-Oxnard,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-Pensacola,FL,18048
3,"4-year, private for-profit",ITT Technical Institute-Phoenix,AZ,18048
3,"4-year, private for-profit",ITT Technical Institute-Phoenix West,AZ,18048
3,"4-year, private for-profit",ITT Technical Institute-Portland,OR,18048
3,"4-year, private for-profit",ITT Technical Institute-Rancho Cordova,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-Richardson,TX,18048
3,"4-year, private for-profit",ITT Technical Institute-Richmond,VA,18048
3,"4-year, private for-profit",ITT Technical Institute-Saint Rose,LA,18048
3,"4-year, private for-profit",ITT Technical Institute-Salem,VA,18048
3,"4-year, private for-profit",ITT Technical Institute-Salem,OR,18048
3,"4-year, private for-profit",ITT Technical Institute-San Antonio,TX,18048
3,"4-year, private for-profit",ITT Technical Institute-San Antonio East,TX,18048
3,"4-year, private for-profit",ITT Technical Institute-San Bernardino,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-San Dimas,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-Seattle,WA,18048
3,"4-year, private for-profit",ITT Technical Institute-South Bend,IN,18048
3,"4-year, private for-profit",ITT Technical Institute-Spokane Valley,WA,18048
3,"4-year, private for-profit",ITT Technical Institute-Springfield,VA,18048
3,"4-year, private for-profit",ITT Technical Institute-Springfield,MO,18048
3,"4-year, private for-profit",ITT Technical Institute-Springfield,IL,18048
3,"4-year, private for-profit",ITT Technical Institute-Strongsville,OH,18048
3,"4-year, private for-profit",ITT Technical Institute-Swartz Creek,MI,18048
3,"4-year, private for-profit",ITT Technical Institute-Sylmar,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-Tallahassee,FL,18048
3,"4-year, private for-profit",ITT Technical Institute-Tampa,FL,18048
3,"4-year, private for-profit",ITT Technical Institute-Tempe,AZ,18048
3,"4-year, private for-profit",ITT Technical Institute-Torrance,CA,18048
3,"4-year, private for-profit",ITT Technical Institute-Troy,MI,18048
3,"4-year, private for-profit",ITT Technical Institute-Tucson,AZ,18048
3,"4-year, private for-profit",ITT Technical Institute-Tulsa,OK,18048
3,"4-year, private for-profit",ITT Technical Institute-Waco,TX,18048
3,"4-year, private for-profit",ITT Technical Institute-Warrensville Heights,OH,18048
3,"4-year, private for-profit",ITT Technical Institute-Webster,TX,18048
3,"4-year, private for-profit",ITT Technical Institute-West Palm Beach,FL,18048
3,"4-year, private for-profit",ITT Technical Institute-Westminster,CO,18048
3,"4-year, private for-profit",ITT Technical Institute-Wichita,KS,18048
3,"4-year, private for-profit",ITT Technical Institute-Wilmington,MA,18048
3,"4-year, private for-profit",ITT Technical Institute-Wyoming,MI,18048
3,"4-year, private for-profit",ITT Technical Institute-Youngstown,OH,18048
3,"4-year, private for-profit",Interior Designers Institute,CA,18045
3,"4-year, private for-profit",The Art Institute of Philadelphia,PA,17920
3,"4-year, private for-profit",College of Business and Technology-Kendall,FL,17870
3,"4-year, private for-profit",College of Business and Technology-Miami Gardens,FL,17870
3,"4-year, private for-profit",Nossi College of Art,TN,17800
3,"4-year, private for-profit",Charter College-Canyon Country,CA,17765
3,"4-year, private for-profit",Bryant & Stratton College-Akron,OH,17712
3,"4-year, private for-profit",AI Miami International University of Art and Design,FL,17704
3,"4-year, private for-profit",The Art Institute of Fort Lauderdale,FL,17704
3,"4-year, private for-profit",Salem International University,WV,17700
3,"4-year, private for-profit",South University-The Art Institute of Dallas,TX,17668
3,"4-year, private for-profit",South University-The Art Institute of Fort Worth,TX,17668
3,"4-year, private for-profit",The Art Institute of Austin,TX,17668
3,"4-year, private for-profit",The Art Institute of Houston,TX,17668
3,"4-year, private for-profit",The Art Institute of San Antonio,TX,17668
3,"4-year, private for-profit",Stevens-The Institute of Business & Arts,MO,17640
3,"4-year, private for-profit",The Art Institute of Colorado,CO,17632
3,"4-year, private for-profit",The Art Institute of Pittsburgh,PA,17632
3,"4-year, private for-profit",The Art Institute of Atlanta,GA,17596
3,"4-year, private for-profit",The Art Institute of Charleston,SC,17596
3,"4-year, private for-profit",The Art Institute of Tennessee-Nashville,TN,17596
3,"4-year, private for-profit",The Art Institute of Virginia Beach,VA,17596
3,"4-year, private for-profit",The Art Institute of Washington,VA,17596
3,"4-year, private for-profit",The Art Institute of Washington-Dulles,VA,17596
3,"4-year, private for-profit",The Art Institute of Seattle,WA,17560
3,"4-year, private for-profit",Design Institute of San Diego,CA,17547
3,"4-year, private for-profit",The Illinois Institute of Art-Chicago,IL,17488
3,"4-year, private for-profit",The Illinois Institute of Art-Schaumburg,IL,17488
3,"4-year, private for-profit",The Art Institute of Las Vegas,NV,17416
3,"4-year, private for-profit",The Art Institute of Phoenix,AZ,17416
3,"4-year, private for-profit",The Art Institute of Portland,OR,17416
3,"4-year, private for-profit",The Art Institute of Tucson,AZ,17416
3,"4-year, private for-profit",The Art Institutes International-Minnesota,MN,17416
3,"4-year, private for-profit",The Art Institute of Ohio-Cincinnati,OH,17391
3,"4-year, private for-profit",Duluth Business University,MN,17360
3,"4-year, private for-profit",The Art Institutes of York-PA,PA,17344
3,"4-year, private for-profit",Chamberlain College of Nursing-Arizona,AZ,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Florida,FL,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Georgia,GA,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Illinois,IL,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Indiana,IN,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Missouri,MO,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Ohio,OH,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Texas,TX,17280
3,"4-year, private for-profit",Chamberlain College of Nursing-Virginia,VA,17280
3,"4-year, private for-profit",Fortis College-Centerville,OH,17201
3,"4-year, private for-profit",Southern California Institute of Technology,CA,17130
3,"4-year, private for-profit",The Art Institute of Charlotte,NC,17128
3,"4-year, private for-profit",The Art Institute of Raleigh-Durham,NC,17128
3,"4-year, private for-profit",Grand Canyon University,AZ,17050
3,"4-year, private for-profit",Harrison College-Grove City,OH,17025
3,"4-year, private for-profit",Harrison College-Indianapolis,IN,17025
3,"4-year, private for-profit",The Art Institute of Pittsburgh-Online Division,PA,17020
3,"4-year, private for-profit",Daymar College-Bellevue,KY,17000
3,"4-year, private for-profit",Daymar College-Bowling Green,KY,17000
3,"4-year, private for-profit",Daymar College-Online,KY,17000
3,"4-year, private for-profit",Daymar College-Owensboro,KY,17000
3,"4-year, private for-profit",Daymar College-Paducah Main,KY,17000
3,"4-year, private for-profit",Daymar Institute-Clarksville,TN,17000
3,"4-year, private for-profit",Daymar Institute-Murfreesboro,TN,17000
3,"4-year, private for-profit",Daymar Institute-Nashville,TN,17000
3,"4-year, private for-profit",DeVry College of New York,NY,16888
3,"4-year, private for-profit",DeVry University-Arizona,AZ,16888
3,"4-year, private for-profit",DeVry University-California,CA,16888
3,"4-year, private for-profit",DeVry University-Colorado,CO,16888
3,"4-year, private for-profit",DeVry University-Florida,FL,16888
3,"4-year, private for-profit",DeVry University-Georgia,GA,16888
3,"4-year, private for-profit",DeVry University-Illinois,IL,16888
3,"4-year, private for-profit",DeVry University-Indiana,IN,16888
3,"4-year, private for-profit",DeVry University-Kentucky,KY,16888
3,"4-year, private for-profit",DeVry University-Maryland,MD,16888
3,"4-year, private for-profit",DeVry University-Michigan,MI,16888
3,"4-year, private for-profit",DeVry University-Minnesota,MN,16888
3,"4-year, private for-profit",DeVry University-Missouri,MO,16888
3,"4-year, private for-profit",DeVry University-Nevada,NV,16888
3,"4-year, private for-profit",DeVry University-New Jersey,NJ,16888
3,"4-year, private for-profit",DeVry University-North Carolina,NC,16888
3,"4-year, private for-profit",DeVry University-Ohio,OH,16888
3,"4-year, private for-profit",DeVry University-Oklahoma,OK,16888
3,"4-year, private for-profit",DeVry University-Oregon,OR,16888
3,"4-year, private for-profit",DeVry University-Pennsylvania,PA,16888
3,"4-year, private for-profit",DeVry University-Tennessee,TN,16888
3,"4-year, private for-profit",DeVry University-Texas,TX,16888
3,"4-year, private for-profit",DeVry University-Utah,UT,16888
3,"4-year, private for-profit",DeVry University-Virginia,VA,16888
3,"4-year, private for-profit",DeVry University-Washington,WA,16888
3,"4-year, private for-profit",DeVry University-Wisconsin,WI,16888
3,"4-year, private for-profit",Centura College-Virginia Beach,VA,16887
3,"4-year, private for-profit",ITT Technical Institute-Indianapolis,IN,16842
3,"4-year, private for-profit",Living Arts College,NC,16780
3,"4-year, private for-profit",Madison Media Institute,WI,16700
3,"4-year, private for-profit",Central Penn College,PA,16659
3,"4-year, private for-profit",Post University,CT,16510
3,"4-year, private for-profit",Bryant & Stratton College-Hampton,VA,16488
3,"4-year, private for-profit",Bryant & Stratton College-Virginia Beach,VA,16445
3,"4-year, private for-profit",Bryant & Stratton College-Albany,NY,16424
3,"4-year, private for-profit",Bryant & Stratton College-Greece,NY,16419
3,"4-year, private for-profit",Spartan College of Aeronautics and Technology,OK,16395
3,"4-year, private for-profit",South University-Austin,TX,16360
3,"4-year, private for-profit",South University-Cleveland,OH,16360
3,"4-year, private for-profit",South University-Columbia,SC,16360
3,"4-year, private for-profit",South University-High Point,NC,16360
3,"4-year, private for-profit",South University-Montgomery,AL,16360
3,"4-year, private for-profit",South University-Novi,MI,16360
3,"4-year, private for-profit",South University-Savannah,GA,16360
3,"4-year, private for-profit",South University-Tampa,FL,16360
3,"4-year, private for-profit",South University-West Palm Beach,FL,16360
3,"4-year, private for-profit",South University–Richmond,VA,16360
3,"4-year, private for-profit",South University–Virginia Beach,VA,16360
3,"4-year, private for-profit",Midstate College,IL,16230
3,"4-year, private for-profit",Cogswell College,CA,16160
3,"4-year, private for-profit",Bryant & Stratton College-Bayshore,WI,16151
3,"4-year, private for-profit",American InterContinental University-Atlanta,GA,16079
3,"4-year, private for-profit",Bryant & Stratton College-Buffalo,NY,16059
3,"4-year, private for-profit",Bryant & Stratton College-Richmond,VA,16052
3,"4-year, private for-profit",Bryant & Stratton College-Cleveland,OH,16025
3,"4-year, private for-profit",Bryant & Stratton College-Eastlake,OH,15977
3,"4-year, private for-profit",Bryant & Stratton College-Syracuse North,NY,15949
3,"4-year, private for-profit",Bryant & Stratton College-Wauwatosa,WI,15907
3,"4-year, private for-profit",Westwood College-Inland Empire,CA,15865
3,"4-year, private for-profit",Westwood College-South Bay,CA,15852
3,"4-year, private for-profit",Bryant & Stratton College-Amherst,NY,15653
3,"4-year, private for-profit",Sanford-Brown College-Brooklyn Center,MN,15638
3,"4-year, private for-profit",Daniel Webster College,NH,15630
3,"4-year, private for-profit",Bryant & Stratton College-Milwaukee,WI,15627
3,"4-year, private for-profit",Lincoln College of Technology-West Palm Beach,FL,15580
3,"4-year, private for-profit",The Art Institutes International–Kansas City,KS,15544
3,"4-year, private for-profit",Missouri Tech,MO,15530
3,"4-year, private for-profit",Eagle Gate College-Murray,UT,15513
3,"4-year, private for-profit",Westwood College-Dupage,IL,15500
3,"4-year, private for-profit",Bryant & Stratton College-Parma,OH,15457
3,"4-year, private for-profit",Sanford-Brown College-Online,FL,15438
3,"4-year, private for-profit",Westwood College-Annandale,VA,15402
3,"4-year, private for-profit",The Art Institute of Michigan,MI,15400
3,"4-year, private for-profit",Westwood College-Arlington Ballston,VA,15392
3,"4-year, private for-profit",Westwood College-Anaheim,CA,15383
3,"4-year, private for-profit",Westwood College-O'Hare Airport,IL,15378
3,"4-year, private for-profit",Westwood College-Northlake,GA,15374
3,"4-year, private for-profit",Westwood College-River Oaks,IL,15368
3,"4-year, private for-profit",Westwood College-Chicago Loop,IL,15365
3,"4-year, private for-profit",Westwood College-Atlanta Midtown,GA,15359
3,"4-year, private for-profit",Kaplan University-Cedar Falls Campus,IA,15352
3,"4-year, private for-profit",Kaplan University-Cedar Rapids Campus,IA,15352
3,"4-year, private for-profit",Kaplan University-Des Moines Campus,IA,15352
3,"4-year, private for-profit",Kaplan University-Lincoln Campus,NE,15352
3,"4-year, private for-profit",Kaplan University-Mason City Campus,IA,15352
3,"4-year, private for-profit",Kaplan University-Omaha Campus,NE,15352
3,"4-year, private for-profit",Bryan University,MO,15321
3,"4-year, private for-profit",Bryant & Stratton College-Southtowns,NY,15296
3,"4-year, private for-profit",Westwood College-Denver South,CO,15230
3,"4-year, private for-profit",Santa Barbara Business College-Santa Maria,CA,15226
3,"4-year, private for-profit",Arizona College-Mesa,AZ,15223
3,"4-year, private for-profit",Westwood College-Denver North,CO,15207
3,"4-year, private for-profit",Eagle Gate College-Layton,UT,15164
3,"4-year, private for-profit",Westwood College-Los Angeles,CA,15140
3,"4-year, private for-profit",Stratford University,VA,15135
3,"4-year, private for-profit",The Art Institute of Wisconsin,WI,14968
3,"4-year, private for-profit",Everest University-Jacksonville,FL,14940
3,"4-year, private for-profit",Everest University-Lakeland,FL,14940
3,"4-year, private for-profit",Everest University-Largo,FL,14940
3,"4-year, private for-profit",Everest University-Melbourne,FL,14940
3,"4-year, private for-profit",Everest University-Orange Park,FL,14940
3,"4-year, private for-profit",Everest University-Tampa,FL,14940
3,"4-year, private for-profit",The Art Institute of Salt Lake City,UT,14896
3,"4-year, private for-profit",Brown Mackie College-Miami,FL,14895
3,"4-year, private for-profit",The Art Institute of Indianapolis,IN,14824
3,"4-year, private for-profit",Platt College-Los Angeles,CA,14820
3,"4-year, private for-profit",Platt College-Ontario,CA,14820
3,"4-year, private for-profit",Platt College-Riverside,CA,14820
3,"4-year, private for-profit",Fountainhead College of Technology,TN,14750
3,"4-year, private for-profit",Missouri College,MO,14702
3,"4-year, private for-profit",Everest College-Ontario Metro,CA,14688
3,"4-year, private for-profit",Briarcliffe College,NY,14677
3,"4-year, private for-profit",South University–Savannah Online,GA,14647
3,"4-year, private for-profit",Santa Barbara Business College-Bakersfield,CA,14642
3,"4-year, private for-profit",American InterContinental University-Houston,TX,14638
3,"4-year, private for-profit",Sanford-Brown College-Chicago,IL,14400
3,"4-year, private for-profit",Sanford-Brown College-Las Vegas,NV,14400
3,"4-year, private for-profit",Sanford-Brown College-Orlando,FL,14400
3,"4-year, private for-profit",Paier College of Art Inc,CT,14360
3,"4-year, private for-profit",Southwest University at El Paso,TX,14300
3,"4-year, private for-profit",Everest College-Salt Lake City,UT,14256
3,"4-year, private for-profit",ECPI University,VA,14245
3,"4-year, private for-profit",Skyline College-Roanoke,VA,14245
3,"4-year, private for-profit",Bob Jones University,SC,14220
3,"4-year, private for-profit",Everest University-Brandon,FL,14220
3,"4-year, private for-profit",Everest University-Pompano Beach,FL,14220
3,"4-year, private for-profit",Sanford-Brown College-Seattle,WA,14186
3,"4-year, private for-profit",Argosy University-Hawaii,HI,14071
3,"4-year, private for-profit",Globe University-Appleton,WI,14040
3,"4-year, private for-profit",Globe University-Eau Claire,WI,14040
3,"4-year, private for-profit",Globe University-La Crosse,WI,14040
3,"4-year, private for-profit",Globe University-Madison East,WI,14040
3,"4-year, private for-profit",Globe University-Sioux Falls,SD,14040
3,"4-year, private for-profit",Globe University-Woodbury,MN,14040
3,"4-year, private for-profit",Globe University–Green Bay,WI,14040
3,"4-year, private for-profit",Globe University–Madison West,WI,14040
3,"4-year, private for-profit",Globe University–Wausau,WI,14040
3,"4-year, private for-profit",Minnesota School of Business-Blaine,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Brooklyn Center,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Elk River,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Lakeville,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Moorhead,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Plymouth,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Richfield,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Rochester,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Shakopee,MN,14040
3,"4-year, private for-profit",Minnesota School of Business-Waite Park,MN,14040
3,"4-year, private for-profit",Kaplan University-Hagerstown Campus,MD,14011
3,"4-year, private for-profit",Pioneer Pacific College,OR,14004
3,"4-year, private for-profit",Digital Media Arts College,FL,13968
3,"4-year, private for-profit",Everest University-North Orlando,FL,13968
3,"4-year, private for-profit",Kaplan University-Davenport Campus,IA,13956
3,"4-year, private for-profit",Virginia College-Augusta,GA,13932
3,"4-year, private for-profit",Virginia College-Birmingham,AL,13932
3,"4-year, private for-profit",Virginia College-Charleston,SC,13932
3,"4-year, private for-profit",Virginia College-Columbia,SC,13932
3,"4-year, private for-profit",Virginia College-Greensboro,NC,13932
3,"4-year, private for-profit",Virginia College-Huntsville,AL,13932
3,"4-year, private for-profit",Virginia College-Knoxville,TN,13932
3,"4-year, private for-profit",Virginia College-Spartanburg,SC,13932
3,"4-year, private for-profit",International Business College-Fort Wayne,IN,13880
3,"4-year, private for-profit",Southern Technical College,FL,13860
3,"4-year, private for-profit",Hickey College,MO,13850
3,"4-year, private for-profit",IGlobal University,VA,13820
3,"4-year, private for-profit",The Art Institute of St Louis,MO,13780
3,"4-year, private for-profit",Everest University-South Orlando,FL,13752
3,"4-year, private for-profit",Monroe College,NY,13740
3,"4-year, private for-profit",Sanford-Brown College-Tampa,FL,13736
3,"4-year, private for-profit",Herzing University-Atlanta,GA,13670
3,"4-year, private for-profit",Argosy University-Atlanta,GA,13663
3,"4-year, private for-profit",Argosy University-Chicago,IL,13663
3,"4-year, private for-profit",Argosy University-Denver,CO,13663
3,"4-year, private for-profit",Argosy University-Inland Empire,CA,13663
3,"4-year, private for-profit",Argosy University-Los Angeles,CA,13663
3,"4-year, private for-profit",Argosy University-Nashville,TN,13663
3,"4-year, private for-profit",Argosy University-Orange County,CA,13663
3,"4-year, private for-profit",Argosy University-Phoenix,AZ,13663
3,"4-year, private for-profit",Argosy University-Salt Lake City,UT,13663
3,"4-year, private for-profit",Argosy University-San Diego,CA,13663
3,"4-year, private for-profit",Argosy University-San Francisco Bay Area,CA,13663
3,"4-year, private for-profit",Argosy University-Sarasota,FL,13663
3,"4-year, private for-profit",Argosy University-Schaumburg,IL,13663
3,"4-year, private for-profit",Argosy University-Seattle,WA,13663
3,"4-year, private for-profit",Argosy University-Tampa,FL,13663
3,"4-year, private for-profit",Argosy University-Twin Cities,MN,13663
3,"4-year, private for-profit",Argosy University-Washington DC,VA,13663
3,"4-year, private for-profit",Santa Barbara Business College-Ventura,CA,13663
3,"4-year, private for-profit",Sanford-Brown College-San Antonio,TX,13598
3,"4-year, private for-profit",Bryant & Stratton College-Online,NY,13533
3,"4-year, private for-profit",National American University-Austin,TX,13503
3,"4-year, private for-profit",National American University-Austin South,TX,13503
3,"4-year, private for-profit",National American University-Bellevue,NE,13503
3,"4-year, private for-profit",National American University-Bloomington,MN,13503
3,"4-year, private for-profit",National American University-Brooklyn Center,MN,13503
3,"4-year, private for-profit",National American University-Burnsville,MN,13503
3,"4-year, private for-profit",National American University-Georgetown,TX,13503
3,"4-year, private for-profit",National American University-Houston,TX,13503
3,"4-year, private for-profit",National American University-Indianapolis,IN,13503
3,"4-year, private for-profit",National American University-Lewisville,TX,13503
3,"4-year, private for-profit",National American University-Mesquite,TX,13503
3,"4-year, private for-profit",National American University-Richardson,TX,13503
3,"4-year, private for-profit",National American University-Rochester,MN,13503
3,"4-year, private for-profit",National American University-Roseville,MN,13503
3,"4-year, private for-profit",National American University-Tigard,OR,13503
3,"4-year, private for-profit",Broadview Entertainment Arts University,UT,13500
3,"4-year, private for-profit",Broadview University-Boise,ID,13500
3,"4-year, private for-profit",Broadview University-Layton,UT,13500
3,"4-year, private for-profit",Broadview University-Orem,UT,13500
3,"4-year, private for-profit",Broadview University-West Jordan,UT,13500
3,"4-year, private for-profit",Everest College-Springfield,MO,13500
3,"4-year, private for-profit",Globe University-Minneapolis,MN,13440
3,"4-year, private for-profit",University of the Potomac-VA Campus,VA,13434
3,"4-year, private for-profit",University of the Potomac-Washington DC Campus,DC,13434
3,"4-year, private for-profit",Virginia College-Savannah,GA,13392
3,"4-year, private for-profit",Mt Sierra College,CA,13361
3,"4-year, private for-profit",Bauder College,GA,13356
3,"4-year, private for-profit",Herzing University-Winter Park,FL,13340
3,"4-year, private for-profit",National American University-Rapid City,SD,13287
3,"4-year, private for-profit",Florida National University-Main Campus,FL,13250
3,"4-year, private for-profit",Brown Mackie College-Tucson,AZ,13203
3,"4-year, private for-profit",Sanford-Brown College-Mendota Heights,MN,13140
3,"4-year, private for-profit",National American University-Albuquerque,NM,13071
3,"4-year, private for-profit",National American University-Albuquerque West,NM,13071
3,"4-year, private for-profit",National American University-Centennial,CO,13071
3,"4-year, private for-profit",National American University-Colorado Springs,CO,13071
3,"4-year, private for-profit",National American University-Colorado Springs South,CO,13071
3,"4-year, private for-profit",National American University-Denver,CO,13071
3,"4-year, private for-profit",National American University-Independence,MO,13071
3,"4-year, private for-profit",National American University-Lee's Summit,MO,13071
3,"4-year, private for-profit",National American University-Overland Park,KS,13071
3,"4-year, private for-profit",National American University-Tulsa,OK,13071
3,"4-year, private for-profit",National American University-Weldon Spring,MO,13071
3,"4-year, private for-profit",National American University-Wichita,KS,13071
3,"4-year, private for-profit",National American University-Wichita West,KS,13071
3,"4-year, private for-profit",National American University-Zona Rosa,MO,13071
3,"4-year, private for-profit",Wade College,TX,13055
3,"4-year, private for-profit",Strayer University-Alabama,AL,12975
3,"4-year, private for-profit",Strayer University-Delaware,DE,12975
3,"4-year, private for-profit",Strayer University-District of Columbia,DC,12975
3,"4-year, private for-profit",Strayer University-Florida,FL,12975
3,"4-year, private for-profit",Strayer University-Georgia,GA,12975
3,"4-year, private for-profit",Strayer University-Global Region,DC,12975
3,"4-year, private for-profit",Strayer University-Louisiana,LA,12975
3,"4-year, private for-profit",Strayer University-Maryland,MD,12975
3,"4-year, private for-profit",Strayer University-Mississippi,MS,12975
3,"4-year, private for-profit",Strayer University-New Jersey,NJ,12975
3,"4-year, private for-profit",Strayer University-North Carolina,NC,12975
3,"4-year, private for-profit",Strayer University-Pennsylvania,PA,12975
3,"4-year, private for-profit",Strayer University-South Carolina,SC,12975
3,"4-year, private for-profit",Strayer University-Tennessee,TN,12975
3,"4-year, private for-profit",Strayer University-Texas,TX,12975
3,"4-year, private for-profit",Strayer University-Virginia,VA,12975
3,"4-year, private for-profit",Strayer University-West Virginia,WV,12975
3,"4-year, private for-profit",Herzing University-Minneapolis,MN,12910
3,"4-year, private for-profit",Beckfield College-Florence,KY,12906
3,"4-year, private for-profit",Capella University,MN,12816
3,"4-year, private for-profit",Herzing University-Birmingham,AL,12790
3,"4-year, private for-profit",Herzing University-Brookfield,WI,12790
3,"4-year, private for-profit",Herzing University-Kenner,LA,12790
3,"4-year, private for-profit",Herzing University-Kenosha,WI,12790
3,"4-year, private for-profit",Herzing University-Madison,WI,12790
3,"4-year, private for-profit",Brown Mackie College-Indianapolis,IN,12771
3,"4-year, private for-profit",Jones International University,CO,12720
3,"4-year, private for-profit",National American University-Sioux Falls,SD,12675
3,"4-year, private for-profit",Brown Mackie College-Albuquerque,NM,12663
3,"4-year, private for-profit",Vatterott College-Berkeley,MO,12644
3,"4-year, private for-profit",Brown Mackie College-Boise,ID,12483
3,"4-year, private for-profit",Brown Mackie College-Cincinnati,OH,12483
3,"4-year, private for-profit",Brown Mackie College-Dallas,TX,12483
3,"4-year, private for-profit",Brown Mackie College-San Antonio,TX,12483
3,"4-year, private for-profit",Everest College-Mesa,AZ,12420
3,"4-year, private for-profit",Vatterott College-Sunset Hills,MO,12260
3,"4-year, private for-profit",Akron Institute of Herzing University,OH,12250
3,"4-year, private for-profit",Herzing University-Toledo,OH,12250
3,"4-year, private for-profit",Walden University,MN,12240
3,"4-year, private for-profit",Everest College-Phoenix,AZ,12204
3,"4-year, private for-profit",University of Southernmost Florida,FL,12165
3,"4-year, private for-profit",Virginia College-Tulsa,OK,12160
3,"4-year, private for-profit",Brown Mackie College-Akron,OH,12123
3,"4-year, private for-profit",Brown Mackie College-Birmingham,AL,12123
3,"4-year, private for-profit",Brown Mackie College-Findlay,OH,12123
3,"4-year, private for-profit",Brown Mackie College-Fort Wayne,IN,12123
3,"4-year, private for-profit",Brown Mackie College-Greenville,SC,12123
3,"4-year, private for-profit",Brown Mackie College-Kansas City,KS,12123
3,"4-year, private for-profit",Brown Mackie College-Louisville,KY,12123
3,"4-year, private for-profit",Brown Mackie College-Merrillville,IN,12123
3,"4-year, private for-profit",Brown Mackie College-Michigan City,IN,12123
3,"4-year, private for-profit",Brown Mackie College-North Canton,OH,12123
3,"4-year, private for-profit",Brown Mackie College-Northern Kentucky,KY,12123
3,"4-year, private for-profit",Brown Mackie College-Oklahoma City,OK,12123
3,"4-year, private for-profit",Brown Mackie College-Phoenix,AZ,12123
3,"4-year, private for-profit",Brown Mackie College-Salina,KS,12123
3,"4-year, private for-profit",Brown Mackie College-South Bend,IN,12123
3,"4-year, private for-profit",Brown Mackie College-Tulsa,OK,12123
3,"4-year, private for-profit",Jamestown Business College,NY,12000
3,"4-year, private for-profit",Bryan University,CA,11850
3,"4-year, private for-profit",University of Phoenix-Minnesota,MN,11640
3,"4-year, private for-profit",Hamilton Technical College,IA,11625
3,"4-year, private for-profit",American National University,VA,11550
3,"4-year, private for-profit",National College-Lexington,KY,11550
3,"4-year, private for-profit",Colorado Technical University-Greenwood Village,CO,11382
3,"4-year, private for-profit",Le Cordon Bleu College of Culinary Arts-Scottsdale,AZ,11352
3,"4-year, private for-profit",Plaza College,NY,11350
3,"4-year, private for-profit",Colorado Technical University-Colorado Springs,CO,11327
3,"4-year, private for-profit",Colorado Technical University-Online,CO,11283
3,"4-year, private for-profit",University of Phoenix-Missouri,MO,11195
3,"4-year, private for-profit",Brown Mackie College-St Louis,MO,11187
3,"4-year, private for-profit",University of Phoenix-Michigan,MI,11170
3,"4-year, private for-profit",Pacific College of Oriental Medicine-New York,NY,11166
3,"4-year, private for-profit",Globe Institute of Technology,NY,11120
3,"4-year, private for-profit",American InterContinental University-Online,IL,11104
3,"4-year, private for-profit",University of Phoenix-Ohio,OH,11056
3,"4-year, private for-profit",Rasmussen College-Florida,FL,10764
3,"4-year, private for-profit",Rasmussen College-Illinois,IL,10764
3,"4-year, private for-profit",Rasmussen College-Kansas,KS,10764
3,"4-year, private for-profit",Rasmussen College-Minnesota,MN,10764
3,"4-year, private for-profit",Rasmussen College-North Dakota,ND,10764
3,"4-year, private for-profit",Rasmussen College-Wisconsin,WI,10764
3,"4-year, private for-profit",Kaplan University-Augusta Campus,ME,10710
3,"4-year, private for-profit",Kaplan University-Maine Campus,ME,10710
3,"4-year, private for-profit",American College of Healthcare Sciences,OR,10560
3,"4-year, private for-profit",University of Phoenix-Alabama,AL,10560
3,"4-year, private for-profit",University of Phoenix-Illinois,IL,10560
3,"4-year, private for-profit",University of Phoenix-Oregon,OR,10560
3,"4-year, private for-profit",University of Phoenix-Washington,WA,10560
