Alumni Employment,Broad Impact,Citations,Country,Influence,institution,National Rank,Patents,Publications,Quality Of Education,Quality Of Faculty,Score,world_rank,Latitude,Longitude
428,699,645,United Kingdom,566,Swansea University,57,595,523,367,218,44.32,729,51.43848,-0.08249
567,262,368,United Kingdom,476,"St George's, University of London",32,648,554,367,218,45.55,340,51.50015,-0.12624
567,837,511,United Kingdom,550,"Royal Veterinary College, University of London",63,746,896,246,218,44.16,874,56.773926,-2.415862
567,447,428,United Kingdom,306,"Royal Holloway, University of London",40,556,564,367,218,44.67,540,51.53555,-0.1329
387,313,264,United Kingdom,276,Queen's University Belfast,33,377,306,183,218,45.53,343,51.54186,-0.12441
319,138,212,United Kingdom,175,Queen Mary University of London,17,255,226,147,218,47.25,209,54.6115,-5.90305
544,511,511,United Kingdom,429,Plymouth University,43,651,532,367,218,44.54,587,51.42261,-0.10379
567,549,645,United Kingdom,340,Open University (UK),47,809,616,367,218,44.46,631,51.50015,-0.12624
222,159,234,United Kingdom,159,Newcastle University,18,365,192,367,218,47.17,212,28.59587,-81.30897
458,850,812,United Kingdom,677,Manchester Metropolitan University,64,721,941,367,218,44.14,885,54.97784,-1.61292
567,646,511,United Kingdom,806,Loughborough University,52,480,512,367,218,44.37,694,53.48976,-2.27254
567,164,264,United Kingdom,294,London School of Hygiene & Tropical Medicine,21,736,300,367,159,46.59,246,54.511096,-6.043796
65,590,264,United Kingdom,739,London School of Economics,25,871,503,78,91,46.22,279,33.97928,-80.96161
567,606,511,United Kingdom,395,Liverpool John Moores University,53,871,723,367,218,44.37,696,52.02665,0.8581
360,369,234,United Kingdom,398,Lancaster University,35,673,364,367,218,45.08,426,53.4019,-2.96074
190,74,101,United Kingdom,116,King's College London,7,188,76,27,114,51.31,94,50.86911,-0.08876
567,606,321,United Kingdom,533,Keele University,49,853,659,367,218,44.4,674,51.54368,-0.16973
82,19,23,United Kingdom,26,Imperial College London,4,47,19,90,30,59.61,35,50.93543,-1.39616
335,715,812,United Kingdom,597,Heriot-Watt University,55,439,601,367,218,44.35,707,51.4978,-0.17922
267,242,197,United Kingdom,199,Durham University,23,460,248,132,116,46.42,261,50.93543,-1.39616
176,770,812,United Kingdom,762,Cranfield University,44,549,763,367,218,44.52,594,51.50015,-0.12624
122,880,812,United Kingdom,861,City University London,41,601,785,367,218,44.64,545,52.07053,-0.62855
218,170,146,United Kingdom,153,Cardiff University,16,193,178,321,143,47.46,201,51.50696,0.06891
236,437,511,United Kingdom,676,Brunel University,37,667,497,367,218,44.86,472,51.48353,-3.14835
567,622,428,United Kingdom,339,"Birkbeck, University of London",54,871,724,300,218,44.37,698,50.92058,-1.46908
370,529,511,United Kingdom,568,Bangor University,42,342,622,260,218,44.59,568,51.871189,0.85854
355,754,645,United Kingdom,895,Aston University,56,306,827,367,218,44.33,720,51.50015,-0.12624
567,754,511,United Kingdom,552,Aberystwyth University,59,607,842,367,218,44.22,814,32.808,-97.35214
521,906,812,United Arab Emirates,851,United Arab Emirates University,1,689,994,367,218,44.08,950,52.414311,-4.081685
567,809,645,Uganda,656,Makerere University,1,871,882,367,218,44.16,869,25.40935,55.50895
120,659,511,Turkey,879,Middle East Technical University,1,871,550,367,218,44.87,470,0.32873,32.57121
386,558,645,Turkey,560,Istanbul University,2,871,684,253,218,44.48,623,39.30853,-76.56478
440,699,368,Turkey,875,Istanbul Technical University,5,839,646,367,218,44.31,742,40.98348,28.79596
567,549,428,Turkey,630,Hacettepe University,3,871,658,367,218,44.45,634,40.98348,28.79596
468,809,645,Turkey,942,Gazi University,9,871,750,367,218,44.18,852,38.0377,-78.64704
567,699,511,Turkey,839,Ege University,6,871,761,367,218,44.27,779,38.6744,39.20505
567,906,812,Turkey,957,Dokuz Eylül University,10,871,931,367,218,44.07,954,38.0377,-78.64704
519,781,511,Turkey,766,Boğaziçi University,7,824,843,367,218,44.19,837,38.53791,27.04993
475,796,812,Turkey,789,Bilkent University,8,871,781,367,218,44.19,842,38.0377,-78.64704
341,699,511,Turkey,728,Ankara University,4,871,743,367,218,44.33,725,38.0377,-78.64704
567,447,368,Thailand,372,Mahidol University,2,861,476,367,218,44.69,532,39.88072,32.6578
57,558,511,Thailand,734,Chulalongkorn University,1,871,584,367,218,45.86,311,18.77569,98.97655
550,754,511,Thailand,753,Chiang Mai University,3,871,847,367,218,44.21,818,13.74332,100.53326
567,946,812,Taiwan,984,Yuan Ze University,20,871,923,367,218,44.05,979,18.69499,98.78977
567,781,645,Taiwan,883,Taipei Medical University,12,661,499,367,218,44.23,807,25.01849,121.54249
567,495,511,Taiwan,517,National Yang-Ming University,5,824,345,367,218,44.65,542,25.01849,121.54249
520,375,428,Taiwan,425,National Tsing Hua University,4,731,238,262,218,45.14,407,22.75773,120.47299
567,886,812,Taiwan,991,National Taiwan University of Science and Technology,15,823,598,367,218,44.12,916,24.01508,120.6604
25,204,182,Taiwan,223,National Taiwan University,1,695,46,92,218,54.23,57,24.1576,120.66667
413,946,812,Taiwan,940,National Taiwan Ocean University,17,871,790,367,218,44.08,946,25.01849,121.54249
478,906,645,Taiwan,939,National Taiwan Normal University,16,871,731,367,218,44.1,932,24.14216,120.66396
567,781,511,Taiwan,950,National Sun Yat-sen University,11,871,461,367,218,44.24,803,24.14216,120.66396
211,606,511,Taiwan,682,National Chung Hsing University,6,871,412,367,218,44.65,544,25.07798,121.50618
567,809,645,Taiwan,991,National Chung Cheng University,13,871,796,367,218,44.17,865,24.12024,120.67552
206,413,428,Taiwan,651,National Chiao Tung University,3,871,240,367,218,45.24,386,24.12024,120.67552
52,388,812,Taiwan,485,National Cheng Kung University,2,436,164,367,218,46.97,226,24.49674,120.70528
567,520,511,Taiwan,468,National Central University,8,839,384,225,218,44.6,564,25.04336,121.30946
567,699,812,Taiwan,854,Kaohsiung Medical University,10,661,539,367,218,44.29,757,43.22329,0.04615
446,958,812,Taiwan,887,Fu Jen Catholic University,19,824,984,367,218,44.06,971,22.62055,120.31205
434,975,812,Taiwan,991,Feng Chia University,21,871,902,367,218,44.04,983,25.035341,121.432548
320,921,812,Taiwan,962,Chung Yuan Christian University,14,871,779,249,218,44.16,875,25.01849,121.54249
567,946,645,Taiwan,973,Chung Shan Medical University,18,871,727,367,218,44.06,967,24.12024,120.67552
567,671,812,Taiwan,686,China Medical University (Taiwan),9,871,428,367,218,44.35,708,24.12024,120.67552
567,520,812,Taiwan,598,Chang Gung University,7,824,344,367,218,44.6,563,25.01849,121.54249
389,56,68,Switzerland,46,University of Zurich,4,137,56,115,85,51.14,96,24.12024,120.67552
567,671,812,Switzerland,635,University of Neuchâtel,9,640,863,352,218,44.29,758,47.4006,8.55014
423,117,115,Switzerland,101,University of Lausanne,6,683,235,102,218,47.73,186,46.98849,6.90867
191,79,115,Switzerland,77,University of Geneva,3,321,122,35,42,51.46,92,46.33068,6.95322
252,579,428,Switzerland,428,University of Fribourg,8,787,734,232,218,44.58,573,27.91704,-82.45403
526,159,93,Switzerland,128,University of Bern,7,433,163,184,213,47.49,200,46.74979,7.16917
363,130,136,Switzerland,100,University of Basel,5,486,167,83,60,48.48,160,46.94048,7.4313
64,79,39,Switzerland,27,Swiss Federal Institute of Technology in Zurich,1,57,44,17,17,66.93,20,47.56485,7.5985
74,110,39,Switzerland,114,Swiss Federal Institute of Technology in Lausanne,2,58,124,367,116,51.47,91,17.59617,78.44155
321,103,93,Sweden,75,Uppsala University,3,871,95,73,70,49.57,124,17.59617,78.44155
294,197,136,Sweden,197,University of Gothenburg,6,871,217,257,116,46.79,237,59.65705,16.69384
567,219,212,Sweden,198,Umeå University,7,871,275,367,218,46.14,287,57.52324,11.93825
567,353,428,Sweden,268,Swedish University of Agricultural Sciences,10,871,393,146,218,45.12,416,63.89774,19.9038
79,179,88,Sweden,89,Stockholm University,5,839,202,129,187,48.23,168,38.9931,-76.93726
30,318,321,Sweden,300,Royal Institute of Technology,4,797,221,199,105,49.54,126,59.33279,18.06449
529,549,428,Sweden,747,Örebro University,11,871,816,367,218,44.44,639,42.36598,-71.09704
466,60,53,Sweden,135,Lund University,2,871,85,136,169,49.75,117,43.52201,-112.04825
237,324,368,Sweden,401,Linköping University,8,871,323,367,218,45.47,355,30.28885,-97.76253
567,34,52,Sweden,54,Karolinska Institute,1,743,51,149,36,52.79,71,43.52201,-112.04825
311,349,428,Sweden,426,Chalmers University of Technology,9,871,367,361,218,45.16,402,59.35288,18.03217
408,471,428,Spain,675,University of Zaragoza,14,276,342,366,218,44.83,484,32.09152,-110.81386
567,622,428,Spain,822,University of Vigo,23,621,577,367,218,44.38,686,39.785,-75.91416
454,850,812,Spain,888,University of Valladolid,31,407,691,367,218,44.19,841,13.42014,144.78714
470,256,264,Spain,348,University of Valencia,4,548,208,367,218,46.03,294,35.68686,-77.42537
567,480,511,Spain,387,University of the Basque Country,15,266,318,367,218,44.83,485,25.72943,-80.28425
567,590,428,Spain,558,University of the Balearic Islands,20,503,629,367,218,44.41,660,37.93981,-121.28012
564,529,428,Spain,516,University of Seville,10,104,339,367,218,45.17,398,18.34461,-64.97544
489,373,287,Spain,600,University of Santiago de Compostela,7,126,385,367,218,45.4,363,38.67987,-90.35242
491,565,511,Spain,483,University of Salamanca,18,736,544,367,218,44.44,637,38.13777,-0.87954
539,495,428,Spain,445,University of Oviedo,16,579,440,367,218,44.61,559,35.68686,-77.42537
76,503,511,Spain,722,University of Navarra,6,645,578,367,218,45.56,338,35.68686,-77.42537
567,781,428,Spain,703,University of Murcia,29,479,541,367,218,44.24,799,35.68686,-77.42537
567,781,645,Spain,830,University of Málaga,24,203,660,367,218,44.37,693,37.97428,-0.97236
567,837,812,Spain,850,University of Lleida,34,809,883,367,218,44.14,894,39.57039,-75.04448
567,529,645,Spain,336,University of La Laguna,17,661,514,367,218,44.51,603,35.68686,-77.42537
567,896,645,Spain,871,University of Jaén,37,563,920,367,218,44.09,935,38.78153,0.15525
567,424,321,Spain,449,University of Granada,11,190,303,367,218,45.06,431,35.68686,-77.42537
567,579,645,Spain,843,University of Girona,21,756,662,367,218,44.4,673,25.70837,-80.26514
567,826,812,Spain,958,University of Extremadura,33,630,766,367,218,44.16,872,25.7164,-80.26357
567,659,812,Spain,725,University of Córdoba (Spain),26,633,632,367,218,44.32,734,35.68686,-77.42537
567,671,812,Spain,751,University of Castilla–La Mancha,27,519,627,367,218,44.31,738,35.68686,-77.42537
523,646,428,Spain,587,University of Cantabria,25,571,603,367,218,44.35,709,38.04363,-1.66522
567,969,812,Spain,816,University of Cádiz,36,311,850,367,218,44.1,930,35.68686,-77.42537
226,83,93,Spain,108,University of Barcelona,1,215,61,367,218,49.79,116,35.68686,-77.42537
567,896,812,Spain,974,University of Almería,38,681,967,367,218,44.09,940,35.68686,-77.42537
567,686,812,Spain,779,University of Alicante,22,262,666,367,218,44.38,681,35.68686,-77.42537
567,796,812,Spain,657,University of Alcalá,32,608,746,367,218,44.18,849,35.68686,-77.42537
567,975,812,Spain,974,University of A Coruña,40,651,886,367,218,44.02,999,35.68686,-77.42537
212,770,645,Spain,697,Technical University of Madrid,12,110,470,215,218,45.03,435,38.05505,-0.71715
567,579,428,Spain,573,Rovira i Virgili University,19,485,555,367,218,44.44,644,40.52472,-3.81615
567,921,812,Spain,831,Public University of Navarre,39,697,972,367,218,44.07,959,40.97432,0.51715
567,318,428,Spain,164,Pompeu Fabra University,9,604,397,367,218,45.31,375,43.12882,-1.5455
567,437,645,Spain,505,Polytechnic University of Valencia,13,155,386,367,218,45.02,440,41.75494,1.87399
330,540,368,Spain,576,Polytechnic University of Catalonia,8,85,371,367,218,45.36,370,25.72943,-80.28425
567,699,812,Spain,617,Miguel Hernández University of Elche,28,497,757,367,218,44.28,767,35.30235,-120.66304
567,741,645,Spain,958,Jaume I University,30,643,794,367,218,44.23,808,38.26444,-0.70746
68,335,368,Spain,309,Complutense University of Madrid,2,256,215,86,214,46.96,228,41.19959,1.6721
567,946,812,Spain,958,Carlos III University of Madrid,35,383,643,367,218,44.1,927,40.4484,-3.72762
460,262,321,Spain,256,Autonomous University of Madrid,5,443,225,367,218,45.92,304,40.41805,-3.71125
567,213,264,Spain,220,Autonomous University of Barcelona,3,277,144,367,218,46.72,241,40.52472,-3.81615
45,235,321,South Korea,326,Yonsei University,2,23,140,367,218,51.02,98,-34.72672,-58.43107
417,867,812,South Korea,974,Yeungnam University,25,231,761,367,218,44.27,770,-26.03599,27.92649
436,424,645,South Korea,599,University of Ulsan,17,370,421,367,218,44.79,495,-26.03599,27.92649
567,921,645,South Korea,907,University of Seoul,30,259,989,367,218,44.17,860,13.50455,144.83215
567,984,645,South Korea,912,Ulsan National Institute of Science and Technology,36,349,880,367,218,44.06,973,13.50455,144.83215
225,270,161,South Korea,317,Sungkyunkwan University,7,69,194,367,218,47.19,211,39.390897,-99.066067
567,921,812,South Korea,798,Sogang University,21,115,806,367,218,44.56,581,-26.03599,27.92649
9,112,146,South Korea,163,Seoul National University,1,6,36,367,218,64.82,24,-26.03599,27.92649
567,837,812,South Korea,845,Sejong University,31,466,788,367,218,44.16,868,31.02532,-89.2804
401,503,428,South Korea,488,Pusan National University,16,147,398,367,218,44.94,452,-26.03599,27.92649
567,896,812,South Korea,962,Pukyong National University,33,356,906,367,218,44.13,898,31.02532,-89.2804
567,281,212,South Korea,355,Pohang University of Science and Technology,5,24,285,367,218,48.24,165,31.02532,-89.2804
412,413,321,South Korea,625,Kyungpook National University,8,66,355,367,218,45.92,307,32.10943,-110.84094
495,558,645,South Korea,584,Kyung Hee University,12,95,380,245,218,45.16,401,31.02532,-89.2804
58,273,321,South Korea,411,Korea University,3,26,172,367,218,49.79,115,37.242448,127.080293
194,289,368,South Korea,283,Korea Advanced Institute of Science and Technology (KAIST),4,8,183,367,218,48.95,144,-26.03599,27.92649
388,686,812,South Korea,748,Konkuk University,22,204,533,367,218,44.51,602,39.390897,-99.066067
567,781,645,South Korea,819,Kangwon National University,27,428,706,367,218,44.22,812,-26.03599,27.92649
567,809,812,South Korea,928,Inje University,28,331,838,367,218,44.22,813,31.02532,-89.2804
381,565,511,South Korea,780,Inha University,20,273,568,367,218,44.56,578,-26.03599,27.92649
168,396,368,South Korea,471,Hanyang University,6,31,286,367,218,47.6,192,-26.03599,27.92649
567,921,812,South Korea,908,Hallym University,35,565,884,367,218,44.08,952,-26.03599,27.92649
567,606,645,South Korea,673,Gyeongsang National University,15,93,633,367,218,45.04,434,-26.03599,27.92649
567,529,368,South Korea,538,Gwangju Institute of Science and Technology,9,54,540,367,218,45.88,310,31.02532,-89.2804
567,932,812,South Korea,880,Gachon University,34,451,918,367,218,44.08,951,40.7708,-73.19618
567,457,645,South Korea,509,Ewha Womans University,11,107,462,367,218,45.2,390,-26.03599,27.92649
305,997,812,South Korea,917,Dongguk University,19,108,927,367,218,44.61,560,37.563945,126.947526
567,896,645,South Korea,948,Dankook University,29,241,888,367,218,44.2,834,-26.03599,27.92649
567,622,645,South Korea,563,Chungnam National University,23,290,470,367,218,44.47,628,-26.03599,27.92649
567,809,812,South Korea,859,Chungbuk National University,26,319,745,367,218,44.23,806,31.02532,-89.2804
461,886,511,South Korea,781,Chung-Ang University,24,218,637,367,218,44.29,756,31.02532,-89.2804
567,991,812,South Korea,984,Chosun University,32,209,942,367,218,44.15,878,24.12024,120.67552
547,437,511,South Korea,589,Chonnam National University,10,109,405,367,218,45.27,384,-26.03599,27.92649
567,646,812,South Korea,774,Chonbuk National University,13,83,507,367,218,45.09,422,31.02532,-89.2804
567,590,645,South Korea,792,Catholic University of Korea,18,139,576,367,218,44.74,511,31.02532,-89.2804
426,671,645,South Korea,729,Ajou University,14,89,646,367,218,45.04,433,-26.03599,27.92649
32,447,321,South Africa,237,University of the Witwatersrand,1,291,442,61,172,48.75,149,-26.03599,27.92649
262,741,511,South Africa,513,University of Pretoria,5,604,620,367,218,44.39,678,-26.07093,28.10297
148,579,368,South Africa,397,University of KwaZulu-Natal,4,539,562,367,218,44.85,478,-25.75594,28.2251
126,265,234,South Africa,236,University of Cape Town,2,268,319,104,146,46.58,248,-29.82682,30.95608
66,486,321,South Africa,503,Stellenbosch University,3,219,520,367,218,45.92,306,-33.95927,18.46074
567,754,511,Slovenia,820,University of Maribor,2,752,853,367,218,44.21,820,-33.934444,18.869167
567,457,321,Slovenia,415,University of Ljubljana,1,507,341,367,218,44.77,504,38.04572,-78.51556
567,590,645,Slovak Republic,624,Comenius University in Bratislava,1,871,707,367,218,44.38,685,38.04572,-78.51556
98,90,78,Singapore,125,National University of Singapore,1,25,34,367,218,53.44,65,48.146251,17.073575
567,204,212,Singapore,361,Nanyang Technological University,2,32,102,367,218,49.29,135,14.48482,121.02321
567,715,511,Serbia,694,University of Belgrade,1,824,422,276,218,44.33,726,1.34387,103.68437
182,837,645,Saudi Arabia,539,King Saud University,1,232,560,367,218,44.59,569,44.8995,-68.66507
234,984,812,Saudi Arabia,950,King Fahd University of Petroleum and Minerals,3,871,934,367,218,44.19,847,24.70713,46.6212
567,946,812,Saudi Arabia,529,King Abdullah University of Science and Technology,2,182,691,367,126,44.36,704,26.31637,50.13955
449,994,645,Saudi Arabia,430,King Abdulaziz University,4,839,595,367,218,44.03,995,22.32001,39.10103
250,754,645,Russia,574,Saint Petersburg State University,3,816,621,47,218,45.14,406,25.34823,49.59595
567,991,645,Russia,858,Novosibirsk State University,5,871,819,167,218,44.04,985,28.03484,-82.67297
567,671,428,Russia,699,National Research Nuclear University MEPhI,4,871,957,306,218,44.29,755,31.87937,-91.1395
339,1000,812,Russia,605,Moscow Institute of Physics and Technology,2,839,949,23,218,46.55,250,55.65067,37.666079
175,344,287,Russia,254,Lomonosov Moscow State University,1,861,268,14,48,54.19,59,55.929035,37.518668
567,975,645,Romania,804,University of Bucharest,1,871,845,237,218,44.04,986,46.71918,-116.92152
567,958,812,Romania,855,Babeș-Bolyai University,2,871,874,367,218,44.04,987,-26.04531,27.92464
567,921,645,Puerto Rico,793,University of Puerto Rico at Mayagüez,1,871,998,367,218,44.06,962,46.35255,25.80117
567,969,812,Portugal,845,University of the Algarve,7,816,926,367,218,44.03,996,18.20827,-67.14014
316,341,264,Portugal,380,University of Porto,2,405,266,94,90,45.91,308,37.27204,-121.86126
567,606,287,Portugal,652,University of Minho,6,363,588,367,218,44.46,629,37.27204,-121.86126
465,251,197,Portugal,296,University of Lisbon,1,495,155,337,152,46.43,257,37.27204,-121.86126
567,424,645,Portugal,423,University of Coimbra,3,459,415,359,218,44.75,507,42.94803,-78.82517
567,590,511,Portugal,680,University of Aveiro,4,212,413,367,218,44.61,557,37.27204,-121.86126
567,540,645,Portugal,477,Universidade Nova de Lisboa,5,590,506,367,218,44.49,612,37.27204,-121.86126
409,946,645,Poland,947,Wrocław University of Technology,8,861,798,367,218,44.09,944,38.70773,-9.1581
545,579,287,Poland,757,Warsaw University of Technology,3,824,696,344,218,44.43,646,32.09152,-110.81386
567,880,645,Poland,842,University of Wrocław,7,871,736,355,218,44.12,921,32.09152,-110.81386
562,437,428,Poland,462,University of Warsaw,2,716,409,118,150,44.91,462,39.33677,-76.62457
567,932,511,Poland,864,University of Silesia,9,871,867,367,218,44.06,964,39.33677,-76.62457
567,867,511,Poland,821,Nicolaus Copernicus University in Toruń,6,698,873,367,218,44.12,911,39.33677,-76.62457
567,375,645,Poland,465,Jagiellonian University,1,355,403,367,218,44.94,451,53.021269,18.570238
279,896,511,Poland,891,AGH University of Science and Technology,4,398,708,267,218,44.26,782,39.33677,-76.62457
567,932,812,Poland,775,Adam Mickiewicz University in Poznań,5,657,675,150,218,44.14,890,32.09152,-110.81386
567,447,287,Norway,407,University of Tromsø - The Arctic University of Norway,4,824,493,367,218,44.7,527,52.41105,16.9113
286,102,101,Norway,134,University of Oslo,1,302,106,53,40,50.81,99,32.77236,-103.18352
567,227,212,Norway,201,University of Bergen,3,871,229,367,218,46.18,283,59.9253,10.71656
119,273,212,Norway,366,Norwegian University of Science and Technology,2,327,279,252,75,46.67,243,42.81232,-97.09158
567,715,511,Norway,570,Norwegian University of Life Sciences,5,782,769,367,218,44.26,789,32.09152,-110.81386
223,646,645,New Zealand,469,Victoria University of Wellington,4,809,606,317,218,44.54,588,14.57788,121.06793
474,906,511,New Zealand,870,University of Waikato,6,703,945,367,218,44.09,937,-41.28723,174.7768
377,313,287,New Zealand,353,University of Otago,2,542,312,367,218,45.44,357,-38.94456,175.74568
195,606,428,New Zealand,437,University of Canterbury,3,871,569,190,218,44.68,533,39.30853,-76.56478
419,256,234,New Zealand,260,University of Auckland,1,125,253,235,218,46.38,266,-43.52545,172.5826
496,579,812,New Zealand,554,Massey University,5,723,570,367,218,44.42,658,-36.73211,174.70309
512,235,234,Netherlands,168,Wageningen University and Research Centre,10,477,214,293,175,46.26,276,-40.3825,175.62765
385,79,68,Netherlands,120,VU University Amsterdam,6,871,79,367,218,49.44,129,40.80285,-77.85375
199,46,59,Netherlands,44,Utrecht University,2,429,39,84,115,51.74,87,42.95461,-74.19592
511,358,368,Netherlands,511,University of Twente,12,288,343,367,218,45.14,408,52.08085,5.20968
193,67,68,Netherlands,96,University of Groningen,4,316,64,313,196,50.1,110,38.95636,-95.24391
317,60,93,Netherlands,88,University of Amsterdam,5,282,70,109,212,49.83,114,53.24868,6.64955
289,732,428,Netherlands,878,Tilburg University,13,871,566,367,218,44.37,689,42.95461,-74.19592
274,74,93,Netherlands,119,Radboud University Nijmegen,7,410,89,128,218,49.3,134,51.54982,4.98298
567,156,234,Netherlands,354,Maastricht University,8,281,185,367,218,47,225,52.69788,5.22404
567,56,53,Netherlands,94,Leiden University,3,260,82,120,102,50.17,108,50.87072,5.7182
46,44,53,Netherlands,147,Erasmus University Rotterdam,1,227,87,367,189,51.78,85,52.04383,4.41081
347,318,321,Netherlands,549,Eindhoven University of Technology,11,279,306,367,186,45.51,348,42.76712,-73.96515
300,247,264,Netherlands,224,Delft University of Technology,9,146,224,307,218,46.46,255,32.09152,-110.81386
567,741,428,Mexico,579,National Polytechnic Institute,2,620,573,330,218,44.26,786,32.09152,-110.81386
546,330,368,Mexico,219,National Autonomous University of Mexico,1,486,199,282,218,45.58,334,19.33361,-99.11057
567,809,428,Malaysia,888,"University of Science, Malaysia",1,94,669,367,218,44.84,482,35.8859,-106.31889
138,741,428,Malaysia,877,University of Malaya,2,274,572,367,218,44.79,498,32.09152,-110.81386
567,989,812,Malaysia,900,"Putra University, Malaysia",3,114,860,367,218,44.49,610,3.11188,101.65454
567,715,645,Lithuania,642,Vilnius University,1,684,799,340,218,44.25,791,1.55958,103.63749
247,880,812,Lebanon,892,American University of Beirut,1,871,915,114,218,44.38,682,54.68324,25.27948
217,809,645,Japan,865,Yokohama National University,28,440,909,88,135,44.72,518,33.90169,35.47816
231,520,645,Japan,370,Yokohama City University,27,359,685,367,218,44.73,513,35.8859,-106.31889
567,732,645,Japan,787,Yamaguchi University,41,202,753,367,218,44.42,657,32.85055,-117.19889
567,686,812,Japan,736,Yamagata University,52,535,775,367,218,44.29,760,-7.90185,111.48985
8,388,368,Japan,389,Waseda University,4,248,406,288,218,58.17,38,-7.90185,111.48985
567,715,645,Japan,862,University of Yamanashi,51,382,869,367,218,44.29,759,-7.90185,111.48985
567,242,212,Japan,255,University of Tsukuba,12,213,230,202,107,46.41,262,3.11378,101.65134
307,646,645,Japan,760,University of Toyama,42,871,685,367,218,44.41,666,3.11378,101.65134
3,29,31,Japan,19,University of Tokyo,1,7,14,16,38,78.23,13,3.11378,101.65134
567,529,645,Japan,453,University of Tokushima,26,247,643,107,218,44.73,512,-6.28374,106.93285
567,796,645,Japan,663,University of the Ryukyus,64,618,922,367,218,44.18,855,3.11378,101.65134
567,826,645,Japan,692,University of Miyazaki,62,393,952,290,218,44.19,839,38.40024,-121.76891
567,686,511,Japan,475,University of Hyogo,53,787,813,367,218,44.28,763,3.11378,101.65134
567,850,812,Japan,797,University of Fukui,68,610,950,367,218,44.13,900,3.11378,101.65134
567,906,645,Japan,833,University of Electro-Communications,63,332,857,161,218,44.19,840,3.11378,101.65134
343,741,511,Japan,721,Tottori University,49,390,908,367,218,44.32,736,47.23332,-122.51298
567,480,511,Japan,594,Tokyo Women's Medical University,32,362,787,367,218,44.61,555,-7.90185,111.48985
567,457,428,Japan,530,Tokyo University of Science,23,191,530,367,218,44.84,481,39.390897,-99.066067
567,606,511,Japan,756,Tokyo University of Agriculture and Technology,38,264,641,367,218,44.47,624,32.09152,-110.81386
415,413,321,Japan,460,Tokyo Metropolitan University,25,574,593,367,218,44.78,501,35.699409,139.51844
567,335,645,Japan,352,Tokyo Medical and Dental University,15,272,473,367,218,45.2,392,-33.5201,-70.59254
50,190,136,Japan,169,Tokyo Institute of Technology,8,52,169,170,128,50.13,109,35.701515,139.764237
567,540,645,Japan,644,Tokai University,37,448,721,367,218,44.48,622,42.36598,-71.09704
170,119,115,Japan,127,Tohoku University,6,22,68,41,218,52.57,73,-7.90185,111.48985
567,699,812,Japan,824,Toho University,46,787,836,367,159,44.33,727,-7.90185,111.48985
567,850,812,Japan,767,Teikyo University,70,803,966,367,218,44.12,908,0.39212,109.1932
567,715,645,Japan,759,Showa University,59,727,985,367,218,44.24,800,39.65926,-105.02723
476,826,645,Japan,708,Shizuoka University,39,163,834,367,218,44.43,648,-7.90185,111.48985
517,486,368,Japan,602,Shinshu University,30,244,594,367,218,44.7,529,-7.90185,111.48985
567,850,645,Japan,717,Shimane University,69,695,956,367,218,44.13,903,-7.90185,111.48985
567,637,645,Japan,837,Sapporo Medical University,44,441,975,367,218,44.35,713,-7.90185,111.48985
349,932,511,Japan,609,Saitama University,71,545,959,367,218,44.12,909,43.03435,141.35879
567,732,645,Japan,586,Saitama Medical University,58,488,993,367,218,44.25,798,-7.90185,111.48985
567,715,812,Japan,791,Saga University,55,435,808,367,218,44.27,773,29.7137,-95.39536
325,984,511,Japan,882,Ritsumeikan University,72,430,906,367,218,44.1,926,3.32089,99.16648
39,67,182,Japan,58,Osaka University,5,18,50,46,75,56.03,45,-7.90185,111.48985
411,686,812,Japan,671,Osaka Prefecture University,33,187,688,367,218,44.52,598,-6.22457,106.58664
414,471,321,Japan,536,Osaka City University,22,374,484,108,218,44.86,474,-6.22457,106.58664
288,318,287,Japan,335,Okayama University,11,60,353,367,218,46.59,245,32.85055,-117.19889
285,447,511,Japan,514,Niigata University,20,238,527,367,218,44.88,468,-7.90185,111.48985
565,637,812,Japan,588,Nihon University,21,113,599,301,218,44.86,473,-7.90185,111.48985
567,495,645,Japan,329,Nara Institute of Science and Technology,31,270,773,367,218,44.63,547,-7.90185,111.48985
322,195,146,Japan,140,Nagoya University,9,78,138,39,53,49.57,125,34.732517,135.731665
504,921,645,Japan,958,Nagoya Institute of Technology,60,229,825,367,218,44.2,827,-7.38824,112.73584
333,565,368,Japan,525,Nagoya City University,34,400,785,367,218,44.52,599,42.36598,-71.09704
214,529,645,Japan,607,Nagasaki University,24,233,614,299,218,44.82,486,1.14393,104.00827
567,741,645,Japan,860,Mie University,57,368,835,367,218,44.27,780,-7.90185,111.48985
49,200,264,Japan,182,Kyushu University,7,37,152,367,218,50.6,100,3.05679,101.39776
16,60,88,Japan,42,Kyoto University,2,16,30,22,24,68.6,17,-7.90185,111.48985
567,637,645,Japan,752,Kyoto Prefectural University of Medicine,47,871,852,367,218,44.33,728,-6.3793,106.96114
567,921,812,Japan,868,Kyoto Institute of Technology,67,287,982,367,218,44.14,887,38.53227,-121.7627
567,699,812,Japan,770,Kurume University,54,473,986,367,218,44.27,771,42.36598,-71.09704
353,409,428,Japan,441,Kumamoto University,17,152,495,308,218,45.11,419,-7.90185,111.48985
567,781,812,Japan,788,Kōchi University,61,536,942,367,218,44.19,838,-7.90185,111.48985
